DBHID	PlotName	PlotID	Family	Genus	SpeciesName	Mnemonic	Subspecies	SpeciesID	SubspeciesID	QuadratName	QuadratID	PX	PY	QX	QY	TreeID	Tag	StemID	StemNumber	StemTag	PrimaryStem	CensusID	PlotCensusNumber	DBH	HOM	ExactDate	Date	ListOfTSM	HighHOM	LargeStem	Status
2422202	P14	112	Burseraceae	Tetragastris	panamensis	tet2pa	\N	1007	\N	0000	19	4.30000	15.90000	4.30000	15.90000	416629	515708	416619	1	\N	\N	286	6	174	1.30	2015-06-24	20263	\N	1	\N	alive
2927	P14	112	Sapotaceae	Pouteria	stipitata	poutst	\N	817	\N	0000	19	3.50000	17.00000	3.50000	17.00000	416630	515709	416620	1	\N	main	123	1	240	1.30	1996-11-08	13461	\N	1	\N	alive
2401191	P14	112	Sapotaceae	Pouteria	stipitata	poutst	\N	817	\N	0000	19	3.50000	17.00000	3.50000	17.00000	416630	515709	416620	1	\N	main	204	2	259	1.30	2010-11-15	18581	\N	1	\N	alive
1640	P14	112	Sapotaceae	Pouteria	stipitata	poutst	\N	817	\N	0000	19	3.50000	17.00000	3.50000	17.00000	416630	515709	416620	1	\N		256	3	258	1.30	2012-05-01	19114	\N	1	\N	alive
1100	P14	112	Sapotaceae	Pouteria	stipitata	poutst	\N	817	\N	0000	19	3.50000	17.00000	3.50000	17.00000	416630	515709	416620	1	\N		268	4	258	1.30	2013-04-15	19463	\N	1	\N	alive
2413557	P14	112	Sapotaceae	Pouteria	stipitata	poutst	\N	817	\N	0000	19	3.50000	17.00000	3.50000	17.00000	416630	515709	416620	1	\N	\N	278	5	258	1.30	2014-04-09	19822	\N	1	\N	alive
2422203	P14	112	Sapotaceae	Pouteria	stipitata	poutst	\N	817	\N	0000	19	3.50000	17.00000	3.50000	17.00000	416630	515709	416620	1	\N	\N	286	6	258	1.30	2015-06-24	20263	Q	1	\N	alive
3065	P14	112	Rubiaceae	Alseis	blackiana	alsebl	\N	33	\N	0000	19	2.30000	19.70000	2.30000	19.70000	416631	515710	416621	1	\N	main	123	1	110	1.30	1996-11-08	13461	\N	1	\N	alive
2401192	P14	112	Rubiaceae	Alseis	blackiana	alsebl	\N	33	\N	0000	19	2.30000	19.70000	2.30000	19.70000	416631	515710	416621	1	\N	main	204	2	155	1.30	2010-11-15	18581	\N	1	\N	alive
1778	P14	112	Rubiaceae	Alseis	blackiana	alsebl	\N	33	\N	0000	19	2.30000	19.70000	2.30000	19.70000	416631	515710	416621	1	\N		256	3	154	1.30	2012-05-01	19114	\N	1	\N	alive
1238	P14	112	Rubiaceae	Alseis	blackiana	alsebl	\N	33	\N	0000	19	2.30000	19.70000	2.30000	19.70000	416631	515710	416621	1	\N		268	4	154	1.30	2013-04-15	19463	\N	1	\N	alive
2413558	P14	112	Rubiaceae	Alseis	blackiana	alsebl	\N	33	\N	0000	19	2.30000	19.70000	2.30000	19.70000	416631	515710	416621	1	\N	\N	278	5	156	1.30	2014-04-09	19822	\N	1	\N	alive
2422204	P14	112	Rubiaceae	Alseis	blackiana	alsebl	\N	33	\N	0000	19	2.30000	19.70000	2.30000	19.70000	416631	515710	416621	1	\N	\N	286	6	163	1.30	2015-06-24	20263	\N	1	\N	alive
3203	P14	112	Arecaceae	Oenocarpus	mapora	oenoma	\N	1145	\N	0000	19	9.60000	19.70000	9.60000	19.70000	416632	515711	416622	1	\N	main	123	1	108	1.30	1996-11-08	13461	M	1	\N	alive
4169	P14	112	Arecaceae	Oenocarpus	mapora	oenoma	\N	1145	\N	0000	19	13.70000	17.70000	13.70000	17.70000	416633	515712	416623	1	\N	main	123	1	111	1.30	1996-11-08	13461	M	1	\N	alive
5548	P14	112	Burseraceae	Tetragastris	panamensis	tet2pa	\N	1007	\N	0000	19	15.20000	16.20000	15.20000	16.20000	416634	515713	416624	1	\N	main	123	1	359	1.30	1996-11-08	13461	\N	1	\N	alive
2401202	P14	112	Burseraceae	Tetragastris	panamensis	tet2pa	\N	1007	\N	0000	19	15.20000	16.20000	15.20000	16.20000	416634	515713	416624	1	\N	main	204	2	385	1.30	2010-11-15	18581	\N	1	\N	alive
3296	P14	112	Burseraceae	Tetragastris	panamensis	tet2pa	\N	1007	\N	0000	19	15.20000	16.20000	15.20000	16.20000	416634	515713	416624	1	\N		256	3	385	1.30	2012-05-01	19114	\N	1	\N	alive
2342	P14	112	Burseraceae	Tetragastris	panamensis	tet2pa	\N	1007	\N	0000	19	15.20000	16.20000	15.20000	16.20000	416634	515713	416624	1	\N		268	4	385	1.30	2013-04-15	19463	\N	1	\N	alive
2413578	P14	112	Burseraceae	Tetragastris	panamensis	tet2pa	\N	1007	\N	0000	19	15.20000	16.20000	15.20000	16.20000	416634	515713	416624	1	\N	\N	278	5	387	1.30	2014-04-09	19822	\N	1	\N	alive
2422216	P14	112	Burseraceae	Tetragastris	panamensis	tet2pa	\N	1007	\N	0000	19	15.20000	16.20000	15.20000	16.20000	416634	515713	416624	1	\N	\N	286	6	388	1.30	2015-06-24	20263	\N	1	\N	alive
5686	P14	112	Sapotaceae	Pouteria	stipitata	poutst	\N	817	\N	0000	19	12.00000	8.30000	12.00000	8.30000	416635	515714	416625	1	\N	main	123	1	308	3.70	1996-11-08	13461	B	1	\N	alive
5824	P14	112	Sapotaceae	Pouteria	stipitata	poutst	\N	817	\N	0000	19	12.00000	8.30000	12.00000	8.30000	416635	515714	416625	1	\N	main	123	1	344	1.30	1997-01-02	13516	\N	0	\N	alive
2410270	P14	112	Sapotaceae	Pouteria	stipitata	poutst	\N	817	\N	0000	19	12.00000	8.30000	12.00000	8.30000	416635	515714	416625	1	\N	main	204	2	370	3.70	2010-11-18	18584	B	1	\N	alive
3434	P14	112	Sapotaceae	Pouteria	stipitata	poutst	\N	817	\N	0000	19	12.00000	8.30000	12.00000	8.30000	416635	515714	416625	1	\N		256	3	370	3.70	2012-05-02	19115	B;cylN	1	\N	alive
2480	P14	112	Sapotaceae	Pouteria	stipitata	poutst	\N	817	\N	0000	19	12.00000	8.30000	12.00000	8.30000	416635	515714	416625	1	\N		268	4	372	3.70	2013-04-12	19460	B;cylN	1	\N	alive
2413577	P14	112	Sapotaceae	Pouteria	stipitata	poutst	\N	817	\N	0000	19	12.00000	8.30000	12.00000	8.30000	416635	515714	416625	1	\N	\N	278	5	373	3.70	2014-04-09	19822	B;Q;cylN	1	\N	alive
2422215	P14	112	Sapotaceae	Pouteria	stipitata	poutst	\N	817	\N	0000	19	12.00000	8.30000	12.00000	8.30000	416635	515714	416625	1	\N	\N	286	6	370	3.70	2015-06-24	20263	B;cylN	1	\N	alive
5962	P14	112	Arecaceae	Socratea	exorrhiza	socrex	\N	1163	\N	0000	19	15.20000	5.50000	15.20000	5.50000	416636	515715	416626	1	\N	main	123	1	135	2.00	1996-11-08	13461	B	1	\N	alive
2410271	P14	112	Arecaceae	Socratea	exorrhiza	socrex	\N	1163	\N	0000	19	15.20000	5.50000	15.20000	5.50000	416636	515715	416626	1	\N	main	204	2	137	3.00	2010-11-18	18584	B;cylY	1	\N	alive
3572	P14	112	Arecaceae	Socratea	exorrhiza	socrex	\N	1163	\N	0000	19	15.20000	5.50000	15.20000	5.50000	416636	515715	416626	1	\N		256	3	\N	0.00	2012-05-01	19114	D;C	1	\N	dead
2618	P14	112	Arecaceae	Socratea	exorrhiza	socrex	\N	1163	\N	0000	19	15.20000	5.50000	15.20000	5.50000	416636	515715	416626	1	\N		268	4	\N	0.00	2013-04-15	19463	D;N	1	\N	dead
6100	P14	112	Rubiaceae	Alseis	blackiana	alsebl	\N	33	\N	0001	82	10.10000	27.30000	10.10000	7.30000	416637	515716	416627	1	\N	main	123	1	310	1.30	1996-12-11	13494	\N	1	\N	alive
2401339	P14	112	Rubiaceae	Alseis	blackiana	alsebl	\N	33	\N	0001	82	10.10000	27.30000	10.10000	7.30000	416637	515716	416627	1	\N	main	204	2	262	1.30	2010-11-16	18582	\N	1	\N	alive
5090	P14	112	Rubiaceae	Alseis	blackiana	alsebl	\N	33	\N	0001	82	10.10000	27.30000	10.10000	7.30000	416637	515716	416627	1	\N		256	3	261	1.30	2012-05-01	19114	\N	1	\N	alive
4274	P14	112	Rubiaceae	Alseis	blackiana	alsebl	\N	33	\N	0001	82	10.10000	27.30000	10.10000	7.30000	416637	515716	416627	1	\N		268	4	265	1.30	2013-04-15	19463	\N	1	\N	alive
2413587	P14	112	Rubiaceae	Alseis	blackiana	alsebl	\N	33	\N	0001	82	10.10000	27.30000	10.10000	7.30000	416637	515716	416627	1	\N	\N	278	5	268	1.30	2014-04-09	19822	\N	1	\N	alive
2422225	P14	112	Rubiaceae	Alseis	blackiana	alsebl	\N	33	\N	0001	82	10.10000	27.30000	10.10000	7.30000	416637	515716	416627	1	\N	\N	286	6	272	1.30	2015-06-24	20263	\N	1	\N	alive
6238	P14	112	Polygonaceae	Coccoloba	manzinellensis	coccma	\N	237	\N	0001	82	9.50000	27.20000	9.50000	7.20000	416638	515717	416628	1	\N	main	123	1	116	1.30	1996-12-11	13494	\N	1	\N	alive
6376	P14	112	Lauraceae	Cinnamomum	triplinerve	phoeci	\N	208	\N	0001	82	7.60000	29.70000	7.60000	9.70000	416639	515718	416629	1	\N	main	123	1	328	1.30	1996-12-11	13494	Q	1	\N	alive
6514	P14	112	Rubiaceae	Alseis	blackiana	alsebl	\N	33	\N	0001	82	8.60000	35.60000	8.60000	15.60000	416640	515719	416630	1	\N	main	123	1	160	1.30	1996-12-11	13494	\N	1	\N	alive
2401342	P14	112	Rubiaceae	Alseis	blackiana	alsebl	\N	33	\N	0001	82	8.60000	35.60000	8.60000	15.60000	416640	515719	416630	1	\N	main	204	2	220	1.30	2010-11-16	18582	\N	1	\N	alive
5779	P14	112	Rubiaceae	Alseis	blackiana	alsebl	\N	33	\N	0001	82	8.60000	35.60000	8.60000	15.60000	416640	515719	416630	1	\N		256	3	221	1.30	2012-05-01	19114	\N	1	\N	alive
4550	P14	112	Rubiaceae	Alseis	blackiana	alsebl	\N	33	\N	0001	82	8.60000	35.60000	8.60000	15.60000	416640	515719	416630	1	\N		268	4	223	1.30	2013-04-15	19463	\N	1	\N	alive
2413584	P14	112	Rubiaceae	Alseis	blackiana	alsebl	\N	33	\N	0001	82	8.60000	35.60000	8.60000	15.60000	416640	515719	416630	1	\N	\N	278	5	226	1.30	2014-04-09	19822	\N	1	\N	alive
2422222	P14	112	Rubiaceae	Alseis	blackiana	alsebl	\N	33	\N	0001	82	8.60000	35.60000	8.60000	15.60000	416640	515719	416630	1	\N	\N	286	6	230	1.30	2015-06-24	20263	\N	1	\N	alive
6652	P14	112	Boraginaceae	Cordia	bicolor	cordbi	\N	263	\N	0001	82	9.20000	36.90000	9.20000	16.90000	416641	515720	416631	1	\N	main	123	1	239	1.30	1996-12-11	13494	\N	1	\N	alive
2401343	P14	112	Boraginaceae	Cordia	bicolor	cordbi	\N	263	\N	0001	82	9.20000	36.90000	9.20000	16.90000	416641	515720	416631	1	\N	main	204	2	\N	\N	2010-11-16	18582	D;S	1	\N	dead
5917	P14	112	Boraginaceae	Cordia	bicolor	cordbi	\N	263	\N	0001	82	9.20000	36.90000	9.20000	16.90000	416641	515720	416631	1	\N		256	3	\N	0.00	2012-05-01	19114	D;N	1	\N	dead
6790	P14	112	Melastomataceae	Miconia	argentea	micoar	\N	630	\N	0001	82	12.50000	34.60000	12.50000	14.60000	416642	515721	416632	1	\N	main	123	1	199	1.30	1996-12-11	13494	\N	1	\N	alive
2401344	P14	112	Melastomataceae	Miconia	argentea	micoar	\N	630	\N	0001	82	12.50000	34.60000	12.50000	14.60000	416642	515721	416632	1	\N	main	204	2	\N	\N	2010-11-16	18582	D;C	1	\N	dead
6055	P14	112	Melastomataceae	Miconia	argentea	micoar	\N	630	\N	0001	82	12.50000	34.60000	12.50000	14.60000	416642	515721	416632	1	\N		256	3	\N	0.00	2012-05-01	19114	D;N	1	\N	dead
6928	P14	112	Rubiaceae	Alseis	blackiana	alsebl	\N	33	\N	0001	82	1.20000	34.60000	1.20000	14.60000	416643	515722	416633	1	\N	main	123	1	183	1.00	1996-12-11	13494	\N	1	\N	alive
2401345	P14	112	Rubiaceae	Alseis	blackiana	alsebl	\N	33	\N	0001	82	1.20000	34.60000	1.20000	14.60000	416643	515722	416633	1	\N	main	204	2	205	1.00	2010-11-16	18582	\N	1	\N	alive
6193	P14	112	Rubiaceae	Alseis	blackiana	alsebl	\N	33	\N	0001	82	1.20000	34.60000	1.20000	14.60000	416643	515722	416633	1	\N		256	3	205	1.00	2012-05-01	19114	\N	1	\N	alive
4688	P14	112	Rubiaceae	Alseis	blackiana	alsebl	\N	33	\N	0001	82	1.20000	34.60000	1.20000	14.60000	416643	515722	416633	1	\N		268	4	209	1.00	2013-04-15	19463	\N	1	\N	alive
2413582	P14	112	Rubiaceae	Alseis	blackiana	alsebl	\N	33	\N	0001	82	1.20000	34.60000	1.20000	14.60000	416643	515722	416633	1	\N	\N	278	5	210	1.00	2014-04-09	19822	\N	1	\N	alive
2422220	P14	112	Rubiaceae	Alseis	blackiana	alsebl	\N	33	\N	0001	82	1.20000	34.60000	1.20000	14.60000	416643	515722	416633	1	\N	\N	286	6	211	1.30	2015-06-24	20263	\N	1	\N	alive
7066	P14	112	Apocynaceae	Lacmellea	panamensis	lacmpa	\N	549	\N	0001	82	0.40000	27.50000	0.40000	7.50000	416644	515723	416634	1	\N	main	123	1	141	1.30	1996-12-11	13494	Q	1	\N	alive
2401346	P14	112	Apocynaceae	Lacmellea	panamensis	lacmpa	\N	549	\N	0001	82	0.40000	27.50000	0.40000	7.50000	416644	515723	416634	1	\N	main	204	2	235	1.30	2010-11-16	18582	\N	1	\N	alive
6331	P14	112	Apocynaceae	Lacmellea	panamensis	lacmpa	\N	549	\N	0001	82	0.40000	27.50000	0.40000	7.50000	416644	515723	416634	1	\N		256	3	251	1.30	2012-05-01	19114	\N	1	\N	alive
4826	P14	112	Apocynaceae	Lacmellea	panamensis	lacmpa	\N	549	\N	0001	82	0.40000	27.50000	0.40000	7.50000	416644	515723	416634	1	\N		268	4	253	1.30	2013-04-15	19463	\N	1	\N	alive
2413580	P14	112	Apocynaceae	Lacmellea	panamensis	lacmpa	\N	549	\N	0001	82	0.40000	27.50000	0.40000	7.50000	416644	515723	416634	1	\N	\N	278	5	255	1.30	2014-04-09	19822	\N	1	\N	alive
2422218	P14	112	Apocynaceae	Lacmellea	panamensis	lacmpa	\N	549	\N	0001	82	0.40000	27.50000	0.40000	7.50000	416644	515723	416634	1	\N	\N	286	6	266	1.30	2015-06-24	20263	\N	1	\N	alive
7204	P14	112	Bignoniaceae	Jacaranda	copaia	jac1co	\N	540	\N	0001	82	17.40000	38.60000	17.40000	18.60000	416645	515724	416635	1	\N	main	123	1	411	1.30	1996-12-11	13494	\N	1	\N	alive
2401347	P14	112	Bignoniaceae	Jacaranda	copaia	jac1co	\N	540	\N	0001	82	17.40000	38.60000	17.40000	18.60000	416645	515724	416635	1	\N	main	204	2	460	1.30	2010-11-16	18582	\N	1	\N	alive
6469	P14	112	Bignoniaceae	Jacaranda	copaia	jac1co	\N	540	\N	0001	82	17.40000	38.60000	17.40000	18.60000	416645	515724	416635	1	\N		256	3	463	1.30	2012-05-01	19114	\N	1	\N	alive
4964	P14	112	Bignoniaceae	Jacaranda	copaia	jac1co	\N	540	\N	0001	82	17.40000	38.60000	17.40000	18.60000	416645	515724	416635	1	\N		268	4	467	1.30	2013-04-15	19463	\N	1	\N	alive
2413593	P14	112	Bignoniaceae	Jacaranda	copaia	jac1co	\N	540	\N	0001	82	17.40000	38.60000	17.40000	18.60000	416645	515724	416635	1	\N	\N	278	5	472	1.30	2014-04-09	19822	\N	1	\N	alive
2422230	P14	112	Bignoniaceae	Jacaranda	copaia	jac1co	\N	540	\N	0001	82	17.40000	38.60000	17.40000	18.60000	416645	515724	416635	1	\N	\N	286	6	486	1.30	2015-06-24	20263	\N	1	\N	alive
7342	P14	112	Malvaceae	Apeiba	tibourbou	apeiti	\N	61	\N	0001	82	19.00000	38.90000	19.00000	18.90000	416646	515725	416636	1	\N	main	123	1	301	1.30	1996-12-11	13494	\N	1	\N	alive
2410272	P14	112	Malvaceae	Apeiba	tibourbou	apeiti	\N	61	\N	0001	82	19.00000	38.90000	19.00000	18.90000	416646	515725	416636	1	\N	main	204	2	383	1.30	2010-11-18	18584	B	0	\N	alive
2410273	P14	112	Malvaceae	Apeiba	tibourbou	apeiti	\N	61	\N	0001	82	19.00000	38.90000	19.00000	18.90000	416646	515725	416636	1	\N	main	204	2	316	3.00	2010-11-18	18584	B	1	\N	alive
6607	P14	112	Malvaceae	Apeiba	tibourbou	apeiti	\N	61	\N	0001	82	19.00000	38.90000	19.00000	18.90000	416646	515725	416636	1	\N		256	3	318	3.00	2012-05-02	19115	B;cylY	1	\N	alive
5102	P14	112	Malvaceae	Apeiba	tibourbou	apeiti	\N	61	\N	0001	82	19.00000	38.90000	19.00000	18.90000	416646	515725	416636	1	\N		268	4	\N	3.00	2013-04-12	19460	D;C	1	\N	dead
