DBHID	PlotName	PlotID	Family	Genus	SpeciesName	Mnemonic	Subspecies	SpeciesID	SubspeciesID	QuadratName	QuadratID	PX	PY	QX	QY	TreeID	Tag	StemID	StemNumber	StemTag	PrimaryStem	CensusID	PlotCensusNumber	DBH	HOM	ExactDate	Date	ListOfTSM	HighHOM	LargeStem	Status
35	P19	117	Arecaceae	Socratea	exorrhiza	socrex	\N	1163	\N	0203	798	40.90000	60.90000	0.90000	0.90000	421075	512701	421065	1		main	128	1	128	2.15	1996-12-30	13513	B	1	\N	alive
80	P19	117	Arecaceae	Socratea	exorrhiza	socrex	\N	1163	\N	0203	798	40.90000	60.90000	0.90000	0.90000	421075	512701	421065	1		main	177	2	128	2.10	2008-03-28	17619	B;cylY	1	\N	alive
101	P19	117	Arecaceae	Socratea	exorrhiza	socrex	\N	1163	\N	0203	798	40.90000	60.90000	0.90000	0.90000	421075	512701	421065	1		main	198	3	122	2.10	2010-04-06	18358	B	1	\N	alive
135797	P19	117	Arecaceae	Socratea	exorrhiza	socrex	\N	1163	\N	0203	798	40.90000	60.90000	0.90000	0.90000	421075	512701	421065	1		\N	215	4	126	2.10	2011-04-19	18736	B;cylY	0	\N	alive
151077	P19	117	Arecaceae	Socratea	exorrhiza	socrex	\N	1163	\N	0203	798	40.90000	60.90000	0.90000	0.90000	421075	512701	421065	1		\N	215	4	125	2.70	2011-04-19	18736	cylY	1	\N	alive
47372	P19	117	Arecaceae	Socratea	exorrhiza	socrex	\N	1163	\N	0203	798	40.90000	60.90000	0.90000	0.90000	421075	512701	421065	1			254	5	125	2.70	2012-03-23	19075	B;cylY	1	\N	alive
46877	P19	117	Arecaceae	Socratea	exorrhiza	socrex	\N	1163	\N	0203	798	40.90000	60.90000	0.90000	0.90000	421075	512701	421065	1			267	6	126	2.70	2013-04-08	19456	B;cylY	1	\N	alive
2415249	P19	117	Arecaceae	Socratea	exorrhiza	socrex	\N	1163	\N	0203	798	40.90000	60.90000	0.90000	0.90000	421075	512701	421065	1		\N	280	7	126	2.70	2014-04-04	19817	B;cylY	1	\N	alive
173	P19	117	Moraceae	Brosimum	guianense	brosgu	\N	110	\N	0203	798	43.90000	62.20000	3.90000	2.20000	421076	512702	421066	1	\N	main	128	1	165	1.30	1996-12-30	13513	\N	1	\N	alive
218	P19	117	Moraceae	Brosimum	guianense	brosgu	\N	110	\N	0203	798	43.90000	62.20000	3.90000	2.20000	421076	512702	421066	1	\N	main	177	2	\N	1.30	2008-03-28	17619	D;C	1	\N	dead
239	P19	117	Moraceae	Brosimum	guianense	brosgu	\N	110	\N	0203	798	43.90000	62.20000	3.90000	2.20000	421076	512702	421066	1	\N	main	198	3	\N	\N	2010-04-05	18357	D;N	1	\N	dead
311	P19	117	Fabaceae-mimosoideae	Inga	cocleensis	ingaco	\N	529	\N	0203	798	45.60000	63.20000	5.60000	3.20000	421077	512703	421067	1		main	128	1	134	1.30	1996-12-30	13513	\N	1	\N	alive
356	P19	117	Fabaceae-mimosoideae	Inga	cocleensis	ingaco	\N	529	\N	0203	798	45.60000	63.20000	5.60000	3.20000	421077	512703	421067	1		main	177	2	175	1.30	2008-03-28	17619	\N	1	\N	alive
377	P19	117	Fabaceae-mimosoideae	Inga	cocleensis	ingaco	\N	529	\N	0203	798	45.60000	63.20000	5.60000	3.20000	421077	512703	421067	1		main	198	3	188	1.30	2010-04-05	18357	\N	1	\N	alive
135857	P19	117	Fabaceae-mimosoideae	Inga	cocleensis	ingaco	\N	529	\N	0203	798	45.60000	63.20000	5.60000	3.20000	421077	512703	421067	1		\N	215	4	199	1.30	2011-04-18	18735	\N	1	\N	alive
47499	P19	117	Fabaceae-mimosoideae	Inga	cocleensis	ingaco	\N	529	\N	0203	798	45.60000	63.20000	5.60000	3.20000	421077	512703	421067	1			254	5	204	1.30	2012-03-23	19075	\N	1	\N	alive
47004	P19	117	Fabaceae-mimosoideae	Inga	cocleensis	ingaco	\N	529	\N	0203	798	45.60000	63.20000	5.60000	3.20000	421077	512703	421067	1			267	6	210	1.30	2013-04-08	19456	\N	1	\N	alive
2415251	P19	117	Fabaceae-mimosoideae	Inga	cocleensis	ingaco	\N	529	\N	0203	798	45.60000	63.20000	5.60000	3.20000	421077	512703	421067	1		\N	280	7	213	1.30	2014-04-04	19817	\N	1	\N	alive
449	P19	117	Arecaceae	Socratea	exorrhiza	socrex	\N	1163	\N	0203	798	47.60000	60.90000	7.60000	0.90000	421078	512704	421068	1		main	128	1	122	1.07	1996-12-30	13513	\N	1	\N	alive
494	P19	117	Arecaceae	Socratea	exorrhiza	socrex	\N	1163	\N	0203	798	47.60000	60.90000	7.60000	0.90000	421078	512704	421068	1		main	177	2	121	1.90	2008-03-28	17619	B;cylY	1	\N	alive
515	P19	117	Arecaceae	Socratea	exorrhiza	socrex	\N	1163	\N	0203	798	47.60000	60.90000	7.60000	0.90000	421078	512704	421068	1		main	198	3	120	1.90	2010-04-06	18358	B	1	\N	alive
135917	P19	117	Arecaceae	Socratea	exorrhiza	socrex	\N	1163	\N	0203	798	47.60000	60.90000	7.60000	0.90000	421078	512704	421068	1		\N	215	4	121	1.90	2011-04-19	18736	B;cylY	0	\N	alive
151104	P19	117	Arecaceae	Socratea	exorrhiza	socrex	\N	1163	\N	0203	798	47.60000	60.90000	7.60000	0.90000	421078	512704	421068	1		\N	215	4	120	3.00	2011-04-19	18736	cylY	1	\N	alive
47626	P19	117	Arecaceae	Socratea	exorrhiza	socrex	\N	1163	\N	0203	798	47.60000	60.90000	7.60000	0.90000	421078	512704	421068	1			254	5	121	3.00	2012-03-23	19075	B;cylY	1	\N	alive
47131	P19	117	Arecaceae	Socratea	exorrhiza	socrex	\N	1163	\N	0203	798	47.60000	60.90000	7.60000	0.90000	421078	512704	421068	1			267	6	121	3.00	2013-04-08	19456	B;cylY	1	\N	alive
2415252	P19	117	Arecaceae	Socratea	exorrhiza	socrex	\N	1163	\N	0203	798	47.60000	60.90000	7.60000	0.90000	421078	512704	421068	1		\N	280	7	122	3.00	2014-04-04	19817	B;cylY	1	\N	alive
587	P19	117	Myristicaceae	Virola	sebifera	virose	\N	1072	\N	0203	798	49.20000	65.80000	9.20000	5.80000	421079	512705	421069	1		main	128	1	102	1.30	1996-12-30	13513	\N	1	\N	alive
632	P19	117	Myristicaceae	Virola	sebifera	virose	\N	1072	\N	0203	798	49.20000	65.80000	9.20000	5.80000	421079	512705	421069	1		main	177	2	118	1.30	2008-03-28	17619	\N	1	\N	alive
653	P19	117	Myristicaceae	Virola	sebifera	virose	\N	1072	\N	0203	798	49.20000	65.80000	9.20000	5.80000	421079	512705	421069	1		main	198	3	125	1.30	2010-04-05	18357	\N	1	\N	alive
135977	P19	117	Myristicaceae	Virola	sebifera	virose	\N	1072	\N	0203	798	49.20000	65.80000	9.20000	5.80000	421079	512705	421069	1		\N	215	4	126	1.30	2011-04-18	18735	\N	1	\N	alive
47753	P19	117	Myristicaceae	Virola	sebifera	virose	\N	1072	\N	0203	798	49.20000	65.80000	9.20000	5.80000	421079	512705	421069	1			254	5	128	1.30	2012-03-23	19075	\N	1	\N	alive
47258	P19	117	Myristicaceae	Virola	sebifera	virose	\N	1072	\N	0203	798	49.20000	65.80000	9.20000	5.80000	421079	512705	421069	1			267	6	132	1.30	2013-04-08	19456	\N	1	\N	alive
2415254	P19	117	Myristicaceae	Virola	sebifera	virose	\N	1072	\N	0203	798	49.20000	65.80000	9.20000	5.80000	421079	512705	421069	1		\N	280	7	134	1.30	2014-04-04	19817	\N	1	\N	alive
725	P19	117	Moraceae	Brosimum	lactescens	brosla	\N	111	\N	0203	798	47.30000	66.80000	7.30000	6.80000	421080	512706	421070	1		main	128	1	103	1.30	1996-12-30	13513	\N	1	\N	alive
769	P19	117	Moraceae	Brosimum	lactescens	brosla	\N	111	\N	0203	798	47.30000	66.80000	7.30000	6.80000	421080	512706	421070	1		main	177	2	104	1.30	2008-03-28	17619	\N	1	\N	alive
790	P19	117	Moraceae	Brosimum	lactescens	brosla	\N	111	\N	0203	798	47.30000	66.80000	7.30000	6.80000	421080	512706	421070	1		main	198	3	104	1.30	2010-04-05	18357	\N	1	\N	alive
136037	P19	117	Moraceae	Brosimum	lactescens	brosla	\N	111	\N	0203	798	47.30000	66.80000	7.30000	6.80000	421080	512706	421070	1		\N	215	4	104	1.30	2011-04-18	18735	\N	1	\N	alive
47880	P19	117	Moraceae	Brosimum	lactescens	brosla	\N	111	\N	0203	798	47.30000	66.80000	7.30000	6.80000	421080	512706	421070	1			254	5	105	1.30	2012-03-23	19075	\N	1	\N	alive
47385	P19	117	Moraceae	Brosimum	lactescens	brosla	\N	111	\N	0203	798	47.30000	66.80000	7.30000	6.80000	421080	512706	421070	1			267	6	104	1.30	2013-04-08	19456	\N	1	\N	alive
2415255	P19	117	Moraceae	Brosimum	lactescens	brosla	\N	111	\N	0203	798	47.30000	66.80000	7.30000	6.80000	421080	512706	421070	1		\N	280	7	106	1.30	2014-04-04	19817	\N	1	\N	alive
862	P19	117	Burseraceae	Trattinnickia	aspera	tratas	\N	1022	\N	0203	798	49.50000	70.20000	9.50000	10.20000	421081	512707	421071	1		main	128	1	171	1.30	1996-12-30	13513	\N	1	\N	alive
907	P19	117	Burseraceae	Trattinnickia	aspera	tratas	\N	1022	\N	0203	798	49.50000	70.20000	9.50000	10.20000	421081	512707	421071	1		main	177	2	243	1.30	2008-03-28	17619	\N	1	\N	alive
928	P19	117	Burseraceae	Trattinnickia	aspera	tratas	\N	1022	\N	0203	798	49.50000	70.20000	9.50000	10.20000	421081	512707	421071	1		main	198	3	245	1.30	2010-04-05	18357	\N	1	\N	alive
136097	P19	117	Burseraceae	Trattinnickia	aspera	tratas	\N	1022	\N	0203	798	49.50000	70.20000	9.50000	10.20000	421081	512707	421071	1		\N	215	4	248	1.30	2011-04-18	18735	\N	1	\N	alive
48007	P19	117	Burseraceae	Trattinnickia	aspera	tratas	\N	1022	\N	0203	798	49.50000	70.20000	9.50000	10.20000	421081	512707	421071	1			254	5	249	1.30	2012-03-23	19075	\N	1	\N	alive
47512	P19	117	Burseraceae	Trattinnickia	aspera	tratas	\N	1022	\N	0203	798	49.50000	70.20000	9.50000	10.20000	421081	512707	421071	1			267	6	250	1.30	2013-04-08	19456	\N	1	\N	alive
2415260	P19	117	Burseraceae	Trattinnickia	aspera	tratas	\N	1022	\N	0203	798	49.50000	70.20000	9.50000	10.20000	421081	512707	421071	1		\N	280	7	253	1.30	2014-04-04	19817	\N	1	\N	alive
1000	P19	117	Chrysobalanaceae	Hirtella	americana	hirtam	\N	483	\N	0203	798	49.70000	78.60000	9.70000	18.60000	421082	512708	421072	1	\N	main	128	1	122	1.30	1996-12-30	13513	Q	1	\N	alive
1045	P19	117	Chrysobalanaceae	Hirtella	americana	hirtam	\N	483	\N	0203	798	49.70000	78.60000	9.70000	18.60000	421082	512708	421072	1	\N	main	177	2	\N	1.30	2008-03-28	17619	D;C	1	\N	dead
1066	P19	117	Chrysobalanaceae	Hirtella	americana	hirtam	\N	483	\N	0203	798	49.70000	78.60000	9.70000	18.60000	421082	512708	421072	1	\N	main	198	3	\N	\N	2010-04-05	18357	D;C	1	\N	dead
1138	P19	117	Vochysiaceae	Erisma	blancoa	erisbl	\N	342	\N	0203	798	59.70000	79.10000	19.70000	19.10000	421083	512709	421073	1		main	128	1	126	1.30	1996-12-30	13513	\N	1	\N	alive
1183	P19	117	Vochysiaceae	Erisma	blancoa	erisbl	\N	342	\N	0203	798	59.70000	79.10000	19.70000	19.10000	421083	512709	421073	1		main	177	2	131	1.30	2008-03-28	17619	\N	1	\N	alive
1204	P19	117	Vochysiaceae	Erisma	blancoa	erisbl	\N	342	\N	0203	798	59.70000	79.10000	19.70000	19.10000	421083	512709	421073	1		main	198	3	132	1.30	2010-04-05	18357	\N	1	\N	alive
136156	P19	117	Vochysiaceae	Erisma	blancoa	erisbl	\N	342	\N	0203	798	59.70000	79.10000	19.70000	19.10000	421083	512709	421073	1		\N	215	4	132	1.30	2011-04-18	18735	\N	1	\N	alive
48134	P19	117	Vochysiaceae	Erisma	blancoa	erisbl	\N	342	\N	0203	798	59.70000	79.10000	19.70000	19.10000	421083	512709	421073	1			254	5	131	1.30	2012-03-23	19075	\N	1	\N	alive
47639	P19	117	Vochysiaceae	Erisma	blancoa	erisbl	\N	342	\N	0203	798	59.70000	79.10000	19.70000	19.10000	421083	512709	421073	1			267	6	131	1.30	2013-04-08	19456	\N	1	\N	alive
2415274	P19	117	Vochysiaceae	Erisma	blancoa	erisbl	\N	342	\N	0203	798	59.70000	79.10000	19.70000	19.10000	421083	512709	421073	1		\N	280	7	131	1.30	2014-04-04	19817	\N	1	\N	alive
1276	P19	117	Apocynaceae	Aspidosperma	spruceanum	aspicr	\N	1112	\N	0203	798	57.50000	75.20000	17.50000	15.20000	421084	512710	421074	1	\N	main	128	1	213	1.30	1996-12-30	13513	\N	1	\N	alive
1321	P19	117	Apocynaceae	Aspidosperma	spruceanum	aspicr	\N	1112	\N	0203	798	57.50000	75.20000	17.50000	15.20000	421084	512710	421074	1	\N	main	177	2	\N	1.30	2008-03-28	17619	D;S	1	\N	dead
1342	P19	117	Apocynaceae	Aspidosperma	spruceanum	aspicr	\N	1112	\N	0203	798	57.50000	75.20000	17.50000	15.20000	421084	512710	421074	1	\N	main	198	3	\N	\N	2010-04-05	18357	D;S	1	\N	dead
1414	P19	117	Moraceae	Perebea	xanthochyma	perexa	\N	755	\N	0203	798	56.70000	74.20000	16.70000	14.20000	421085	512711	421075	1		main	128	1	226	1.30	1996-12-30	13513	\N	1	\N	alive
1459	P19	117	Moraceae	Perebea	xanthochyma	perexa	\N	755	\N	0203	798	56.70000	74.20000	16.70000	14.20000	421085	512711	421075	1		main	177	2	239	1.30	2008-03-28	17619	\N	1	\N	alive
1480	P19	117	Moraceae	Perebea	xanthochyma	perexa	\N	755	\N	0203	798	56.70000	74.20000	16.70000	14.20000	421085	512711	421075	1		main	198	3	235	1.30	2010-04-05	18357	\N	1	\N	alive
136215	P19	117	Moraceae	Perebea	xanthochyma	perexa	\N	755	\N	0203	798	56.70000	74.20000	16.70000	14.20000	421085	512711	421075	1		\N	215	4	236	1.30	2011-04-18	18735	\N	1	\N	alive
48261	P19	117	Moraceae	Perebea	xanthochyma	perexa	\N	755	\N	0203	798	56.70000	74.20000	16.70000	14.20000	421085	512711	421075	1			254	5	236	1.30	2012-03-23	19075	\N	1	\N	alive
47766	P19	117	Moraceae	Perebea	xanthochyma	perexa	\N	755	\N	0203	798	56.70000	74.20000	16.70000	14.20000	421085	512711	421075	1			267	6	237	1.30	2013-04-08	19456	\N	1	\N	alive
2415272	P19	117	Moraceae	Perebea	xanthochyma	perexa	\N	755	\N	0203	798	56.70000	74.20000	16.70000	14.20000	421085	512711	421075	1		\N	280	7	237	1.30	2014-04-04	19817	\N	1	\N	alive
1552	P19	117	Humiriaceae	Vantanea	depleta	vantde	\N	1061	\N	0203	798	53.90000	73.30000	13.90000	13.30000	421086	512712	421076	1		main	128	1	435	1.30	1996-12-30	13513	\N	1	\N	alive
1597	P19	117	Humiriaceae	Vantanea	depleta	vantde	\N	1061	\N	0203	798	53.90000	73.30000	13.90000	13.30000	421086	512712	421076	1		main	177	2	468	1.30	2008-03-28	17619	\N	1	\N	alive
1618	P19	117	Humiriaceae	Vantanea	depleta	vantde	\N	1061	\N	0203	798	53.90000	73.30000	13.90000	13.30000	421086	512712	421076	1		main	198	3	469	1.30	2010-04-05	18357	\N	1	\N	alive
136273	P19	117	Humiriaceae	Vantanea	depleta	vantde	\N	1061	\N	0203	798	53.90000	73.30000	13.90000	13.30000	421086	512712	421076	1		\N	215	4	478	1.30	2011-04-18	18735	\N	1	\N	alive
48388	P19	117	Humiriaceae	Vantanea	depleta	vantde	\N	1061	\N	0203	798	53.90000	73.30000	13.90000	13.30000	421086	512712	421076	1			254	5	478	1.30	2012-03-23	19075	\N	1	\N	alive
47893	P19	117	Humiriaceae	Vantanea	depleta	vantde	\N	1061	\N	0203	798	53.90000	73.30000	13.90000	13.30000	421086	512712	421076	1			267	6	476	1.30	2013-04-08	19456	\N	1	\N	alive
2415264	P19	117	Humiriaceae	Vantanea	depleta	vantde	\N	1061	\N	0203	798	53.90000	73.30000	13.90000	13.30000	421086	512712	421076	1		\N	280	7	479	1.30	2014-04-04	19817	\N	1	\N	alive
1690	P19	117	Moraceae	Brosimum	guianense	brosgu	\N	110	\N	0203	798	53.00000	74.20000	13.00000	14.20000	421087	512713	421077	1		main	128	1	146	1.30	1996-12-30	13513	\N	1	\N	alive
1735	P19	117	Moraceae	Brosimum	guianense	brosgu	\N	110	\N	0203	798	53.00000	74.20000	13.00000	14.20000	421087	512713	421077	1		main	177	2	149	1.30	2008-03-28	17619	\N	1	\N	alive
1756	P19	117	Moraceae	Brosimum	guianense	brosgu	\N	110	\N	0203	798	53.00000	74.20000	13.00000	14.20000	421087	512713	421077	1		main	198	3	149	1.30	2010-04-05	18357	\N	1	\N	alive
136330	P19	117	Moraceae	Brosimum	guianense	brosgu	\N	110	\N	0203	798	53.00000	74.20000	13.00000	14.20000	421087	512713	421077	1		\N	215	4	149	1.30	2011-04-18	18735	\N	1	\N	alive
48515	P19	117	Moraceae	Brosimum	guianense	brosgu	\N	110	\N	0203	798	53.00000	74.20000	13.00000	14.20000	421087	512713	421077	1			254	5	149	1.30	2012-03-23	19075	\N	1	\N	alive
48020	P19	117	Moraceae	Brosimum	guianense	brosgu	\N	110	\N	0203	798	53.00000	74.20000	13.00000	14.20000	421087	512713	421077	1			267	6	149	1.30	2013-04-08	19456	\N	1	\N	alive
2415265	P19	117	Moraceae	Brosimum	guianense	brosgu	\N	110	\N	0203	798	53.00000	74.20000	13.00000	14.20000	421087	512713	421077	1		\N	280	7	149	1.30	2014-04-04	19817	\N	1	\N	alive
1828	P19	117	Apocynaceae	Aspidosperma	spruceanum	aspicr	\N	1112	\N	0203	798	53.60000	71.00000	13.60000	11.00000	421088	512714	421078	1		main	128	1	133	1.30	1996-12-30	13513	\N	1	\N	alive
1873	P19	117	Apocynaceae	Aspidosperma	spruceanum	aspicr	\N	1112	\N	0203	798	53.60000	71.00000	13.60000	11.00000	421088	512714	421078	1		main	177	2	150	1.30	2008-03-28	17619	\N	1	\N	alive
1894	P19	117	Apocynaceae	Aspidosperma	spruceanum	aspicr	\N	1112	\N	0203	798	53.60000	71.00000	13.60000	11.00000	421088	512714	421078	1		main	198	3	151	1.30	2010-04-05	18357	\N	1	\N	alive
136388	P19	117	Apocynaceae	Aspidosperma	spruceanum	aspicr	\N	1112	\N	0203	798	53.60000	71.00000	13.60000	11.00000	421088	512714	421078	1		\N	215	4	151	1.30	2011-04-18	18735	\N	1	\N	alive
48642	P19	117	Apocynaceae	Aspidosperma	spruceanum	aspicr	\N	1112	\N	0203	798	53.60000	71.00000	13.60000	11.00000	421088	512714	421078	1			254	5	154	1.30	2012-03-23	19075	\N	1	\N	alive
48147	P19	117	Apocynaceae	Aspidosperma	spruceanum	aspicr	\N	1112	\N	0203	798	53.60000	71.00000	13.60000	11.00000	421088	512714	421078	1			267	6	153	1.30	2013-04-08	19456	\N	1	\N	alive
2415266	P19	117	Apocynaceae	Aspidosperma	spruceanum	aspicr	\N	1112	\N	0203	798	53.60000	71.00000	13.60000	11.00000	421088	512714	421078	1		\N	280	7	155	1.30	2014-04-04	19817	\N	1	\N	alive
1966	P19	117	Moraceae	Brosimum	guianense	brosgu	\N	110	\N	0203	798	57.90000	70.20000	17.90000	10.20000	421089	512715	421079	1		main	128	1	159	1.30	1996-12-30	13513	\N	1	\N	alive
2011	P19	117	Moraceae	Brosimum	guianense	brosgu	\N	110	\N	0203	798	57.90000	70.20000	17.90000	10.20000	421089	512715	421079	1		main	177	2	190	1.30	2008-03-28	17619	\N	1	\N	alive
2032	P19	117	Moraceae	Brosimum	guianense	brosgu	\N	110	\N	0203	798	57.90000	70.20000	17.90000	10.20000	421089	512715	421079	1		main	198	3	194	1.30	2010-04-05	18357	\N	1	\N	alive
136446	P19	117	Moraceae	Brosimum	guianense	brosgu	\N	110	\N	0203	798	57.90000	70.20000	17.90000	10.20000	421089	512715	421079	1		\N	215	4	194	1.30	2011-04-18	18735	\N	1	\N	alive
48769	P19	117	Moraceae	Brosimum	guianense	brosgu	\N	110	\N	0203	798	57.90000	70.20000	17.90000	10.20000	421089	512715	421079	1			254	5	195	1.30	2012-03-23	19075	\N	1	\N	alive
48274	P19	117	Moraceae	Brosimum	guianense	brosgu	\N	110	\N	0203	798	57.90000	70.20000	17.90000	10.20000	421089	512715	421079	1			267	6	197	1.30	2013-04-08	19456	\N	1	\N	alive
2415273	P19	117	Moraceae	Brosimum	guianense	brosgu	\N	110	\N	0203	798	57.90000	70.20000	17.90000	10.20000	421089	512715	421079	1		\N	280	7	198	1.30	2014-04-04	19817	\N	1	\N	alive
2104	P19	117	Arecaceae	Socratea	exorrhiza	socrex	\N	1163	\N	0203	798	57.10000	69.40000	17.10000	9.40000	421090	512716	421080	1		main	128	1	146	2.00	1996-12-30	13513	B	1	\N	alive
2149	P19	117	Arecaceae	Socratea	exorrhiza	socrex	\N	1163	\N	0203	798	57.10000	69.40000	17.10000	9.40000	421090	512716	421080	1		main	177	2	146	2.00	2008-03-28	17619	B;cylY	0	\N	alive
2287	P19	117	Arecaceae	Socratea	exorrhiza	socrex	\N	1163	\N	0203	798	57.10000	69.40000	17.10000	9.40000	421090	512716	421080	1		main	177	2	138	2.20	2008-03-28	17619	B	1	\N	alive
2170	P19	117	Arecaceae	Socratea	exorrhiza	socrex	\N	1163	\N	0203	798	57.10000	69.40000	17.10000	9.40000	421090	512716	421080	1		main	198	3	137	2.20	2010-04-06	18358	B	1	\N	alive
136504	P19	117	Arecaceae	Socratea	exorrhiza	socrex	\N	1163	\N	0203	798	57.10000	69.40000	17.10000	9.40000	421090	512716	421080	1		\N	215	4	139	2.20	2011-04-19	18736	B;cylY	0	\N	alive
151131	P19	117	Arecaceae	Socratea	exorrhiza	socrex	\N	1163	\N	0203	798	57.10000	69.40000	17.10000	9.40000	421090	512716	421080	1		\N	215	4	140	3.00	2011-04-19	18736	cylY	1	\N	alive
48896	P19	117	Arecaceae	Socratea	exorrhiza	socrex	\N	1163	\N	0203	798	57.10000	69.40000	17.10000	9.40000	421090	512716	421080	1			254	5	140	3.00	2012-03-23	19075	B;cylY	1	\N	alive
48401	P19	117	Arecaceae	Socratea	exorrhiza	socrex	\N	1163	\N	0203	798	57.10000	69.40000	17.10000	9.40000	421090	512716	421080	1			267	6	140	3.00	2013-04-08	19456	B;cylY	1	\N	alive
2415269	P19	117	Arecaceae	Socratea	exorrhiza	socrex	\N	1163	\N	0203	798	57.10000	69.40000	17.10000	9.40000	421090	512716	421080	1		\N	280	7	140	3.00	2014-04-04	19817	B;cylY	1	\N	alive
2242	P19	117	Moraceae	Perebea	xanthochyma	perexa	\N	755	\N	0203	798	56.70000	65.30000	16.70000	5.30000	421091	512717	421081	1		main	128	1	198	1.30	1996-12-30	13513	\N	1	\N	alive
2425	P19	117	Moraceae	Perebea	xanthochyma	perexa	\N	755	\N	0203	798	56.70000	65.30000	16.70000	5.30000	421091	512717	421081	1		main	177	2	210	1.30	2008-03-28	17619	\N	1	\N	alive
2308	P19	117	Moraceae	Perebea	xanthochyma	perexa	\N	755	\N	0203	798	56.70000	65.30000	16.70000	5.30000	421091	512717	421081	1		main	198	3	211	1.30	2010-04-05	18357	\N	1	\N	alive
136562	P19	117	Moraceae	Perebea	xanthochyma	perexa	\N	755	\N	0203	798	56.70000	65.30000	16.70000	5.30000	421091	512717	421081	1		\N	215	4	212	1.30	2011-04-18	18735	\N	1	\N	alive
49023	P19	117	Moraceae	Perebea	xanthochyma	perexa	\N	755	\N	0203	798	56.70000	65.30000	16.70000	5.30000	421091	512717	421081	1			254	5	212	1.30	2012-03-23	19075	\N	1	\N	alive
48528	P19	117	Moraceae	Perebea	xanthochyma	perexa	\N	755	\N	0203	798	56.70000	65.30000	16.70000	5.30000	421091	512717	421081	1			267	6	212	1.30	2013-04-08	19456	\N	1	\N	alive
2415270	P19	117	Moraceae	Perebea	xanthochyma	perexa	\N	755	\N	0203	798	56.70000	65.30000	16.70000	5.30000	421091	512717	421081	1		\N	280	7	213	1.30	2014-04-04	19817	\N	1	\N	alive
2380	P19	117	Arecaceae	Socratea	exorrhiza	socrex	\N	1163	\N	0203	798	57.90000	64.00000	17.90000	4.00000	421092	512718	421082	1		main	128	1	127	2.30	1996-12-30	13513	B	1	\N	alive
2563	P19	117	Arecaceae	Socratea	exorrhiza	socrex	\N	1163	\N	0203	798	57.90000	64.00000	17.90000	4.00000	421092	512718	421082	1		main	177	2	127	2.30	2008-03-28	17619	B	1	\N	alive
2446	P19	117	Arecaceae	Socratea	exorrhiza	socrex	\N	1163	\N	0203	798	57.90000	64.00000	17.90000	4.00000	421092	512718	421082	1		main	198	3	126	2.30	2010-04-06	18358	B	1	\N	alive
136620	P19	117	Arecaceae	Socratea	exorrhiza	socrex	\N	1163	\N	0203	798	57.90000	64.00000	17.90000	4.00000	421092	512718	421082	1		\N	215	4	128	2.30	2011-04-19	18736	B;cylY	0	\N	alive
151158	P19	117	Arecaceae	Socratea	exorrhiza	socrex	\N	1163	\N	0203	798	57.90000	64.00000	17.90000	4.00000	421092	512718	421082	1		\N	215	4	126	3.00	2011-04-19	18736	cylY	1	\N	alive
49150	P19	117	Arecaceae	Socratea	exorrhiza	socrex	\N	1163	\N	0203	798	57.90000	64.00000	17.90000	4.00000	421092	512718	421082	1			254	5	126	3.00	2012-03-23	19075	B;cylY	1	\N	alive
48655	P19	117	Arecaceae	Socratea	exorrhiza	socrex	\N	1163	\N	0203	798	57.90000	64.00000	17.90000	4.00000	421092	512718	421082	1			267	6	126	3.00	2013-04-08	19456	B;cylY	1	\N	alive
2415268	P19	117	Arecaceae	Socratea	exorrhiza	socrex	\N	1163	\N	0203	798	57.90000	64.00000	17.90000	4.00000	421092	512718	421082	1		\N	280	7	126	3.00	2014-04-04	19817	B;cylY	1	\N	alive
2518	P19	117	Apocynaceae	Malouetia	isthmica	malois	\N	1471	\N	0203	798	56.40000	63.60000	16.40000	3.60000	421093	512719	421083	1	\N	main	128	1	164	1.30	1996-12-30	13513	\N	1	\N	alive
2701	P19	117	Apocynaceae	Malouetia	isthmica	malois	\N	1471	\N	0203	798	56.40000	63.60000	16.40000	3.60000	421093	512719	421083	1	\N	main	177	2	\N	1.30	2008-03-28	17619	D;C	1	\N	dead
2584	P19	117	Apocynaceae	Malouetia	isthmica	malois	\N	1471	\N	0203	798	56.40000	63.60000	16.40000	3.60000	421093	512719	421083	1	\N	main	198	3	\N	\N	2010-04-05	18357	D;N	1	\N	dead
2656	P19	117	Clusiaceae	Marila	laxiflora	mar1la	\N	610	\N	0204	852	46.90000	80.30000	6.90000	0.30000	421094	512720	421084	1	\N	main	128	1	160	1.30	1997-01-12	13526	M	1	\N	alive
2932	P19	117	Fabaceae-mimosoideae	Inga	cocleensis	ingaco	\N	529	\N	0204	852	40.50000	81.80000	0.50000	1.80000	421095	512721	421085	1		main	128	1	256	1.30	1997-01-12	13526	\N	1	\N	alive
3115	P19	117	Fabaceae-mimosoideae	Inga	cocleensis	ingaco	\N	529	\N	0204	852	40.50000	81.80000	0.50000	1.80000	421095	512721	421085	1		main	177	2	256	1.30	2008-03-28	17619	\N	1	\N	alive
2998	P19	117	Fabaceae-mimosoideae	Inga	cocleensis	ingaco	\N	529	\N	0204	852	40.50000	81.80000	0.50000	1.80000	421095	512721	421085	1		main	198	3	257	1.30	2010-04-05	18357	\N	1	\N	alive
